category,question,answer,original_question
frais,savoir paiement tranches,"Le paiement en trois tranches :
- 1ère tranche : 40% à l'inscription
- 2ème tranche : 30% au début du 2ème semestre
- 3ème tranche : 30% au milieu du 2ème semestre",paiement en tranches
frais,paiement tranches,"Le paiement en trois tranches :
- 1ère tranche : 40% à l'inscription
- 2ème tranche : 30% au début du 2ème semestre
- 3ème tranche : 30% au milieu du 2ème semestre",paiement en tranches
frais,j'aimerais connaître remboursement frais,Les frais de scolarité ne sont pas remboursables sauf en cas de force majeure dûment justifiée.,remboursement des frais
frais,savoir remboursement frais,Les frais de scolarité ne sont pas remboursables sauf en cas de force majeure dûment justifiée.,remboursement des frais
frais,remboursement frais?,Les frais de scolarité ne sont pas remboursables sauf en cas de force majeure dûment justifiée.,remboursement des frais
frais,je veux savoir remboursement frais,Les frais de scolarité ne sont pas remboursables sauf en cas de force majeure dûment justifiée.,remboursement des frais
frais,remboursement frais,Les frais de scolarité ne sont pas remboursables sauf en cas de force majeure dûment justifiée.,remboursement des frais
frais,remboursement frais !,Les frais de scolarité ne sont pas remboursables sauf en cas de force majeure dûment justifiée.,remboursement des frais
frais,frais formations courtes,Les formations courtes varient entre 50 000 FCFA et 200 000 FCFA selon la durée et la spécialité.,frais formations courtes
frais,je veux savoir frais formations courtes,Les formations courtes varient entre 50 000 FCFA et 200 000 FCFA selon la durée et la spécialité.,frais formations courtes
frais,j'aimerais connaître frais formations courtes,Les formations courtes varient entre 50 000 FCFA et 200 000 FCFA selon la durée et la spécialité.,frais formations courtes
frais,savoir frais formations courtes,Les formations courtes varient entre 50 000 FCFA et 200 000 FCFA selon la durée et la spécialité.,frais formations courtes
frais,frais formations courtes !,Les formations courtes varient entre 50 000 FCFA et 200 000 FCFA selon la durée et la spécialité.,frais formations courtes
frais,frais formations courtes?,Les formations courtes varient entre 50 000 FCFA et 200 000 FCFA selon la durée et la spécialité.,frais formations courtes
formations,j'aimerais connaître informations utiles,Informations utiles: ,qu'est ce que Informations utiles
formations,savoir informations utiles,Informations utiles: ,qu'est ce que Informations utiles
formations,informations utiles?,Informations utiles: ,qu'est ce que Informations utiles
formations,informations utiles !,Informations utiles: ,qu'est ce que Informations utiles
formations,je veux savoir informations utiles,Informations utiles: ,qu'est ce que Informations utiles
formations,informations utiles,Informations utiles: ,qu'est ce que Informations utiles
formations,quels sont formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,énumère formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,quel formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,savoir quelles formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,liste des formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,quels formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,quelles formations proposez vous?,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,quelles formations proposez vous !,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,quels sont les formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,liste formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,j'aimerais connaître quelles formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,énumère les formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,quel est les formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,je veux savoir quelles formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,donne moi formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,donne moi las formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,donne moi les formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,quelles formations proposez vous,"Nous proposons :
- Licence (Informatique, Journalisme numérique et Communication numérique) (3 ans)
- Master en Data Science (2 ans)
- Formations de courte durée",quelles formations proposez vous
formations,j'aimerais connaître liste formations,"Voici notre catalogue complet :
• Licence en Informatique appliquée, Communication numérique, Journalisme numérique
• Master en Data Science
• Formations courtes : 
 - Développement Web
 - Cybersécurité
 - Marketing Digital
 - Programmation en C
 - Développement mobile
 - Administration Moodle
 - H5P
 - Compétences numériques
 - KoboToolbox
 - Power BI
 - Python pour les Sciences de Données",liste des formations
formations,je veux savoir liste formations,"Voici notre catalogue complet :
• Licence en Informatique appliquée, Communication numérique, Journalisme numérique
• Master en Data Science
• Formations courtes : 
 - Développement Web
 - Cybersécurité
 - Marketing Digital
 - Programmation en C
 - Développement mobile
 - Administration Moodle
 - H5P
 - Compétences numériques
 - KoboToolbox
 - Power BI
 - Python pour les Sciences de Données",liste des formations
formations,liste formations,"Voici notre catalogue complet :
• Licence en Informatique appliquée, Communication numérique, Journalisme numérique
• Master en Data Science
• Formations courtes : 
 - Développement Web
 - Cybersécurité
 - Marketing Digital
 - Programmation en C
 - Développement mobile
 - Administration Moodle
 - H5P
 - Compétences numériques
 - KoboToolbox
 - Power BI
 - Python pour les Sciences de Données",liste des formations
formations,liste formations?,"Voici notre catalogue complet :
• Licence en Informatique appliquée, Communication numérique, Journalisme numérique
• Master en Data Science
• Formations courtes : 
 - Développement Web
 - Cybersécurité
 - Marketing Digital
 - Programmation en C
 - Développement mobile
 - Administration Moodle
 - H5P
 - Compétences numériques
 - KoboToolbox
 - Power BI
 - Python pour les Sciences de Données",liste des formations
formations,savoir liste formations,"Voici notre catalogue complet :
• Licence en Informatique appliquée, Communication numérique, Journalisme numérique
• Master en Data Science
• Formations courtes : 
 - Développement Web
 - Cybersécurité
 - Marketing Digital
 - Programmation en C
 - Développement mobile
 - Administration Moodle
 - H5P
 - Compétences numériques
 - KoboToolbox
 - Power BI
 - Python pour les Sciences de Données",liste des formations
formations,liste formations !,"Voici notre catalogue complet :
• Licence en Informatique appliquée, Communication numérique, Journalisme numérique
• Master en Data Science
• Formations courtes : 
 - Développement Web
 - Cybersécurité
 - Marketing Digital
 - Programmation en C
 - Développement mobile
 - Administration Moodle
 - H5P
 - Compétences numériques
 - KoboToolbox
 - Power BI
 - Python pour les Sciences de Données",liste des formations
formations,quelles sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,donne moi les sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,quels sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,je veux savoir quelles sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,donne moi las sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,quels sont sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,énumère sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,liste des sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,quel sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,quelles sont formations disponibles?,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,savoir quelles sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,quelles sont formations disponibles !,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,j'aimerais connaître quelles sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,quels sont les sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,quel est les sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,donne moi sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,liste sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,énumère les sont formations disponibles,"Nos formations couvrent les domaines du numérique : informatique, data science, développement web, cybersécurité et marketing digital.",quelles sont les formations disponibles
formations,catalogue formations,Notre catalogue inclut des formations de niveau Bac à Bac+5 dans les métiers du numérique et du digital.,catalogue formations
formations,je veux savoir catalogue formations,Notre catalogue inclut des formations de niveau Bac à Bac+5 dans les métiers du numérique et du digital.,catalogue formations
formations,catalogue formations?,Notre catalogue inclut des formations de niveau Bac à Bac+5 dans les métiers du numérique et du digital.,catalogue formations
formations,catalogue formations !,Notre catalogue inclut des formations de niveau Bac à Bac+5 dans les métiers du numérique et du digital.,catalogue formations
formations,savoir catalogue formations,Notre catalogue inclut des formations de niveau Bac à Bac+5 dans les métiers du numérique et du digital.,catalogue formations
formations,j'aimerais connaître catalogue formations,Notre catalogue inclut des formations de niveau Bac à Bac+5 dans les métiers du numérique et du digital.,catalogue formations
formations,j'aimerais connaître durée formations,"Licence : 3 ans (6 semestres)
Master : 2 ans (4 semestres)
Formations courtes : 3 à 6 mois selon le programme",durée des formations
formations,savoir durée formations,"Licence : 3 ans (6 semestres)
Master : 2 ans (4 semestres)
Formations courtes : 3 à 6 mois selon le programme",durée des formations
formations,durée formations !,"Licence : 3 ans (6 semestres)
Master : 2 ans (4 semestres)
Formations courtes : 3 à 6 mois selon le programme",durée des formations
formations,durée formations?,"Licence : 3 ans (6 semestres)
Master : 2 ans (4 semestres)
Formations courtes : 3 à 6 mois selon le programme",durée des formations
formations,je veux savoir durée formations,"Licence : 3 ans (6 semestres)
Master : 2 ans (4 semestres)
Formations courtes : 3 à 6 mois selon le programme",durée des formations
formations,durée formations,"Licence : 3 ans (6 semestres)
Master : 2 ans (4 semestres)
Formations courtes : 3 à 6 mois selon le programme",durée des formations
formations,diplômes délivrés,Diplômes nationaux reconnus par l'État : Licence et Master. Attestations de formation pour les formations courtes.,diplômes délivrés
formations,je veux savoir diplômes délivrés,Diplômes nationaux reconnus par l'État : Licence et Master. Attestations de formation pour les formations courtes.,diplômes délivrés
formations,diplômes délivrés !,Diplômes nationaux reconnus par l'État : Licence et Master. Attestations de formation pour les formations courtes.,diplômes délivrés
formations,savoir diplômes délivrés,Diplômes nationaux reconnus par l'État : Licence et Master. Attestations de formation pour les formations courtes.,diplômes délivrés
formations,j'aimerais connaître diplômes délivrés,Diplômes nationaux reconnus par l'État : Licence et Master. Attestations de formation pour les formations courtes.,diplômes délivrés
formations,diplômes délivrés?,Diplômes nationaux reconnus par l'État : Licence et Master. Attestations de formation pour les formations courtes.,diplômes délivrés
formations,nouvelles formations prévues,"Nous prévoyons de lancer prochainement des formations en Intelligence Artificielle, Blockchain et Cloud Computing.",nouvelles formations prévues
formations,j'aimerais connaître nouvelles formations prévues,"Nous prévoyons de lancer prochainement des formations en Intelligence Artificielle, Blockchain et Cloud Computing.",nouvelles formations prévues
formations,nouvelles formations prévues?,"Nous prévoyons de lancer prochainement des formations en Intelligence Artificielle, Blockchain et Cloud Computing.",nouvelles formations prévues
formations,je veux savoir nouvelles formations prévues,"Nous prévoyons de lancer prochainement des formations en Intelligence Artificielle, Blockchain et Cloud Computing.",nouvelles formations prévues
formations,savoir nouvelles formations prévues,"Nous prévoyons de lancer prochainement des formations en Intelligence Artificielle, Blockchain et Cloud Computing.",nouvelles formations prévues
formations,nouvelles formations prévues !,"Nous prévoyons de lancer prochainement des formations en Intelligence Artificielle, Blockchain et Cloud Computing.",nouvelles formations prévues
formations,formation informatique appliquée?,"La licence en informatique appliquée forme aux métiers du développement, de la gestion de bases de données et de l'administration des systèmes.",formation en informatique appliquée
formations,savoir formation informatique appliquée,"La licence en informatique appliquée forme aux métiers du développement, de la gestion de bases de données et de l'administration des systèmes.",formation en informatique appliquée
formations,formation informatique appliquée,"La licence en informatique appliquée forme aux métiers du développement, de la gestion de bases de données et de l'administration des systèmes.",formation en informatique appliquée
formations,j'aimerais connaître formation informatique appliquée,"La licence en informatique appliquée forme aux métiers du développement, de la gestion de bases de données et de l'administration des systèmes.",formation en informatique appliquée
formations,formation informatique appliquée !,"La licence en informatique appliquée forme aux métiers du développement, de la gestion de bases de données et de l'administration des systèmes.",formation en informatique appliquée
formations,je veux savoir formation informatique appliquée,"La licence en informatique appliquée forme aux métiers du développement, de la gestion de bases de données et de l'administration des systèmes.",formation en informatique appliquée
formations,savoir formation data science,"Le master en data science prépare aux métiers de data analyst, data scientist et spécialiste en intelligence artificielle.",formation en data science
formations,formation data science?,"Le master en data science prépare aux métiers de data analyst, data scientist et spécialiste en intelligence artificielle.",formation en data science
formations,formation data science,"Le master en data science prépare aux métiers de data analyst, data scientist et spécialiste en intelligence artificielle.",formation en data science
formations,je veux savoir formation data science,"Le master en data science prépare aux métiers de data analyst, data scientist et spécialiste en intelligence artificielle.",formation en data science
formations,j'aimerais connaître formation data science,"Le master en data science prépare aux métiers de data analyst, data scientist et spécialiste en intelligence artificielle.",formation en data science
formations,formation data science !,"Le master en data science prépare aux métiers de data analyst, data scientist et spécialiste en intelligence artificielle.",formation en data science
formations,je veux savoir formations courtes certifiantes,"Nos formations courtes permettent d'acquérir des compétences spécifiques rapidement, avec une attestation de formation reconnue.",formations courtes certifiantes
formations,formations courtes certifiantes !,"Nos formations courtes permettent d'acquérir des compétences spécifiques rapidement, avec une attestation de formation reconnue.",formations courtes certifiantes
formations,formations courtes certifiantes,"Nos formations courtes permettent d'acquérir des compétences spécifiques rapidement, avec une attestation de formation reconnue.",formations courtes certifiantes
formations,j'aimerais connaître formations courtes certifiantes,"Nos formations courtes permettent d'acquérir des compétences spécifiques rapidement, avec une attestation de formation reconnue.",formations courtes certifiantes
formations,savoir formations courtes certifiantes,"Nos formations courtes permettent d'acquérir des compétences spécifiques rapidement, avec une attestation de formation reconnue.",formations courtes certifiantes
formations,formations courtes certifiantes?,"Nos formations courtes permettent d'acquérir des compétences spécifiques rapidement, avec une attestation de formation reconnue.",formations courtes certifiantes
admission,savoir inscrire,"L'inscription se fait en 4 étapes :
1. Création de compte étudiant sur notre plateforme(https://www.campusfaso.bf/)
2. Dépôt des documents requis (CV, diplômes et relevé de notes, lettre de motivation, Extrait de naissance, pièce identité etc)
3. Entretien motivationnel avec un responsable pédagogique
4. Paiement des frais d'inscription et signature du contrat",comment s'inscrire
admission,inscrire !,"L'inscription se fait en 4 étapes :
1. Création de compte étudiant sur notre plateforme(https://www.campusfaso.bf/)
2. Dépôt des documents requis (CV, diplômes et relevé de notes, lettre de motivation, Extrait de naissance, pièce identité etc)
3. Entretien motivationnel avec un responsable pédagogique
4. Paiement des frais d'inscription et signature du contrat",comment s'inscrire
admission,je veux savoir inscrire,"L'inscription se fait en 4 étapes :
1. Création de compte étudiant sur notre plateforme(https://www.campusfaso.bf/)
2. Dépôt des documents requis (CV, diplômes et relevé de notes, lettre de motivation, Extrait de naissance, pièce identité etc)
3. Entretien motivationnel avec un responsable pédagogique
4. Paiement des frais d'inscription et signature du contrat",comment s'inscrire
admission,inscrire,"L'inscription se fait en 4 étapes :
1. Création de compte étudiant sur notre plateforme(https://www.campusfaso.bf/)
2. Dépôt des documents requis (CV, diplômes et relevé de notes, lettre de motivation, Extrait de naissance, pièce identité etc)
3. Entretien motivationnel avec un responsable pédagogique
4. Paiement des frais d'inscription et signature du contrat",comment s'inscrire
admission,j'aimerais connaître inscrire,"L'inscription se fait en 4 étapes :
1. Création de compte étudiant sur notre plateforme(https://www.campusfaso.bf/)
2. Dépôt des documents requis (CV, diplômes et relevé de notes, lettre de motivation, Extrait de naissance, pièce identité etc)
3. Entretien motivationnel avec un responsable pédagogique
4. Paiement des frais d'inscription et signature du contrat",comment s'inscrire
admission,inscrire?,"L'inscription se fait en 4 étapes :
1. Création de compte étudiant sur notre plateforme(https://www.campusfaso.bf/)
2. Dépôt des documents requis (CV, diplômes et relevé de notes, lettre de motivation, Extrait de naissance, pièce identité etc)
3. Entretien motivationnel avec un responsable pédagogique
4. Paiement des frais d'inscription et signature du contrat",comment s'inscrire
admission,procédure inscription !,La procédure d'inscription est entièrement dématérialisée. Vous recevrez un accusé de réception par email.,procédure inscription
admission,je veux savoir procédure inscription,La procédure d'inscription est entièrement dématérialisée. Vous recevrez un accusé de réception par email.,procédure inscription
admission,savoir procédure inscription,La procédure d'inscription est entièrement dématérialisée. Vous recevrez un accusé de réception par email.,procédure inscription
admission,j'aimerais connaître procédure inscription,La procédure d'inscription est entièrement dématérialisée. Vous recevrez un accusé de réception par email.,procédure inscription
admission,procédure inscription?,La procédure d'inscription est entièrement dématérialisée. Vous recevrez un accusé de réception par email.,procédure inscription
admission,procédure inscription,La procédure d'inscription est entièrement dématérialisée. Vous recevrez un accusé de réception par email.,procédure inscription
admission,quelles sont sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,quelles sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,liste des sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,énumère sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,donne moi les sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,quels sont prérequis admission !,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,liste sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,quels sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,énumère les sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,je veux savoir quels sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,quels sont prérequis admission?,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,donne moi sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,quelles sont les sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,savoir quels sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,j'aimerais connaître quels sont prérequis admission,"Prérequis selon la formation :
- Licence : Baccalauréat ou équivalent, réussir au test d'entrée ou s'inscrire sur titre
- Master : Licence ou équivalent et être préselectionné
- Expérience professionnelle appréciée pour les formations de courte durée",quels sont les prérequis pour l'admission
admission,j'aimerais connaître conditions admission,L'admission est soumise à l'étude du dossier académique et à un entretien motivationnel. Certaines formations peuvent requérir des tests techniques.,conditions d'admission
admission,conditions admission !,L'admission est soumise à l'étude du dossier académique et à un entretien motivationnel. Certaines formations peuvent requérir des tests techniques.,conditions d'admission
admission,conditions admission?,L'admission est soumise à l'étude du dossier académique et à un entretien motivationnel. Certaines formations peuvent requérir des tests techniques.,conditions d'admission
admission,je veux savoir conditions admission,L'admission est soumise à l'étude du dossier académique et à un entretien motivationnel. Certaines formations peuvent requérir des tests techniques.,conditions d'admission
admission,conditions admission,L'admission est soumise à l'étude du dossier académique et à un entretien motivationnel. Certaines formations peuvent requérir des tests techniques.,conditions d'admission
admission,savoir conditions admission,L'admission est soumise à l'étude du dossier académique et à un entretien motivationnel. Certaines formations peuvent requérir des tests techniques.,conditions d'admission
admission,quelles sont documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,j'aimerais connaître quels documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,énumère les documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,quels documents fournir?,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,donne moi les documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,énumère documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,quels documents fournir !,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,donne moi documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,liste des documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,quels documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,liste documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,quelles sont les documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,je veux savoir quels documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,quelles documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
